ham,سلام فرمول درصدها رو نفرستادین
ham,سلام دکتر روز بخیر، توانستید با دکتر حمزه هماهنگ کنید؟ نتیجه بخش بود؟
ham,سلام باشه حتما
ham,سلام خوبی آدرس صدرا فاز دو فلکه ارتش بلوار ارتش وقتی رسیدی زنگ بزن میام بیرون تا ببینیم
ham,سلام، آقای رحمانیان داکیومنت رو چند وقت پیش فرستادم تلگرامتون ظاهرا ندیدید  لطفا بررسی کنید اگر مشکلی داره اعلام کنید، چون ممکنه برنامه اعزام به خدمت داشته باشم نتونم چند ماه داکیومنت رو پیگیری کنم/ممنون
ham,مشترک گرامی،درخواست خرید بسته اینترنتی شما ثبت شد،و پس از فعال سازی از طریق پیامک به اطلاع شما خواهد رسید 
ham,سلام مبلغ 177هزار تومان به حساب شما واریز شد  موفق باشید 
ham,سلام علیکم  قابلی نداشت  ممنون از حضرتعالی 
ham,سلام خانم مهندس به گمانم فراموش کردید ایمیلتون رو برای من ارسال کنید  ممنون میشم ایمیل به همراه لیست اطلاعاتی که لازم هست به آدرس زیر ارسال کنید rahmanian@jahrom ac ir ممنون
ham,سلام  وقتتان بخیر  ببخشید من ماموریت بودم  الان ارسال کردم چک میل بفرمایید
ham,جناب مهندس این آدرس ایمیل برگشت میخورد  یک آدرس دیگر را ارسال میفرمایید
ham,سلام ظهر فرستادم  با تلگرام
ham,مشتری گرامی شما در1396/05/04 ساعت1043 وارد اینترنت بانک تجارت شده اید
ham,سلام پدر آقای دولتخواه کسالت قلبی داشتند در صورت صلاحدید و امکان احوالپرسی فرمایید متشکر
ham,ممنون از اطلاع رسانی شما
ham,سلام شوهر خواهرش همکار خوبمان اقای اسماعیل صادقی فوت کرده مراسم مسجد الغدیر امروز عصرهست
ham,ممنون از لطف شما خدا خیرتون بده 
ham,احتمالا اگرجورشد یک رونمایی کوچک هم برات ن میگیریم ان شااله
ham,سلام متنش نوشته ام جلد هم اسکن شده اماده هست گذاشته میشود حتما شما نمونه ای حتی اخدش من نوشتم کتاب به پدر شهیدتان تقدیم کرده اید روحش شاد ان شااله
ham,سلام لطفا دستور فرمایید تبلیغ کتاب اینجانب نیز در سایت دانشگاه قرار گیرد  با تشکر رحمانیان
ham,بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِیمِ الْحَمْدُ لِلَّهِ الَّذِی جَعَلَنَا مِنَ الْمُتَمَسِّکِینَ بِوِلاَیَةِ أَمِیرِ الْمُؤْمِنِینَ عَلیِّ بنِ أَبِی طالِب وَ الْأَئِمَّةِ علیه و عَلَیْهِمُ السَّلاَمُ  سلام‌  بسم الله الرحمن الرحیم سلام علیکم این عید سعید برشما وخانواده محترم مبارک باد با دعای خیر صلوات التماس دعا ارادتمند
ham,سلام با عرض پوزش که مزاحم شدم  متاسفانه مادرخانم دوست و همکار بسیار خوبمان آقای مهندس بهمن زادگان فوت شدند و امروز جمعه ساعت چهار و نیم تا شش و نیم در مسجدالزهرا شهرک انقلاب مراسم ختم و ترحیم برقرار هست التماس دعا صلوات
ham,سلام زحمت ارسال فرم نحوه امتیاز دهی به همراه توضیحات رو کشیدید؟ ممنون
ham,سلام بله ارسال شد
ham,ممنون
ham,سلام ارسال کردم  اگر نرسیده خبرم کن  ممنون
ham,سلام استاد وقت بخیر من گزارش کارم رو مرداد ماه براتون فرستادم اما متاسفانه هنوز بررسی نکردید برای قدم های بعدی پروژه منتظر پیامتون هستم متشکرم
ham,سلام استاد ميشه لطفا جواب پیام هارو بديد؟
ham,سلام استاد،وقتتون بخیر استاد اگه امکانش هست و فردا دانشگاه تشریف دارید سوال درس کامپایلر هم طراحی کنید ،استاد پارسه فردا ساعت ده رو تعیین کردن برا امتحان درس هوش مصنوعی،شما هم اگه لطف کنید فردا امتحان کامپایلر از من بگیرید ممنون میشم، ،عذرا ذنوبی شاد
ham,مشترک گرامي زمان استفاده شما از هديه تولدتان به پايان رسيده و نرخ تعرفه عادي مکالمه براي شما فعال شده است  همراه اول، همراه لحظه هاي خوش شما
ham,مشترک گرامي هديه تولد شما، بسته 24 ساعت مکالمه رايگان درون شبکه فعال شد و تا تاريخ 1396/06/31 ساعت 085802 معتبر مي باشد  همراه اول، همراه لحظه هاي خوش شما
ham,آقاي محسن رحمانيان تولدتان مبارک! هديه همراه اول براي روز تولد شما 24 ساعت مکالمه رايگان درون شبکه! براي دريافت هديه خود عدد 411 را به شماره 10 پيامک کنيد و يا کد #411*10* را شماره گيري نماييد 
ham,قبض شما با موفقيت پرداخت گرديد هر خريد از #1*   يک شانس شرکت در قرعه کشي ماهيانه پژو 206
ham,مشترک گرامي، هديه شتاب در پرداخت قبض به پايان رسيد و از اين پس مکالمات شما با نرخ عادي محاسبه مي شود 
ham,مشتري گرامي با آرزوي سعادت و سلامتي براي شما در سالروز تولدتان بانک ملت
ham,استاد پروژه بنده که برای ترم تابستان بوده تا کی میتونم دفاع کنم؟
ham,سلام استاد وقت بخیر ،جسارتا من بابت پروژه مزاحم شدم،اگر امکان داد لطفا برای پروژه راهنمایی کنید،ممنون
ham,سلام از مسافرت برگردم بررسی می کنم 
ham,سلام استاد عصر بخیر ،ببخشید من بابت پروژه مزاحم شدم قرار بود پروژه من را برسی کنید ،ممنون میشم اگر راهنمایی کنید
ham,سلام استاد وقت بخیر ،جسارتا امکان دارد یک وقت تماس به من بدید؟ ممنون
ham,سلام جوملا Joomla
ham,سلام آقا محسن خوب هستی؟ میگم اسم این نرم افزار که باش وب سایت طراحی میکردی چی بود؟
ham,من تو آرایشگاه هستم بعدش بت زنگ میزنم
ham,سلام ممنون از پیگیری ها دستت درد نکنه
ham,سلام پرسیدم  بهم گفتند به خیلی چیزها بستگی داره  بسته به آپشن ها از لحاظ زمانی بین یک تا دوماه واز لحاظ مالی بین دو تا پنج میلیون هزینه داره  موفق باشید
ham,سلام تلگرام چک کنید
ham,سلام تلگرام چک‌کنین
ham,سلام انشاءالله یکشنبه دانشگاه میبینم  شما رو 
ham,سلام اومدین جهرم؟
ham,ب موقعیت جغرافیایی دانشگاه توجه بفرمایید
ham,دانشگاه اگ سرویس بود میشه کاریش کرد
ham,سلام انشاءالله آخر هفته آینده  شنبه بعدش من دانشگاهم بیا پیشم 
ham,سلام استاد آن شاالله تا کی جهرم هستین
ham,سلام در مسافرتم هنوز اینترنت ندارم 
ham,سلام استاد مقالات رو نفرستادین
ham,سلام استاد مقاله ها رو بفرستین ک سریعتر ترجمه اش کنم
ham,سلام استاد من تا آخر هفته باید برم تا اصفهان و برگردم ی مشکلی برا رآکتور آب جوششون پیش اومده باید برم ی نگاهی بهش بکنم بیام
ham,سلام آخر شب آنلاین میشین من ی سوالی بپرسم
ham,سلام هستین ؟
ham,😐روش نمک باید استفاده شود
ham,مهمون ها هنوز نرفتن 
ham,استاد کی میاین؟
ham,تحریم های ایران هردفعه داره تمدید میشه  من تازه میخواهم یکم استراحت کنم  On شدم خبرت میکنم 
ham,استاد ی ساعت شد
ham,امشب میاین تلگرام
ham,استاد چک کنید فرستادم
ham,سلام شانس ماس
ham,کلا شبکه اینترنت ما قطع شده  (ایرانسل و td-lte )  😠 درست گفتی کدت هم خیلی دردسر داره برا اجرا 😅
ham,سلام استاد کی میاین برا اتمام پروژه ،
ham,سلام استاد پارامترهای svm باید چی بذارم
ham,سلام استاد بهترین الحمدلله؟
ham,سلام عکس یادت نرود  صادقی
ham,مشترک گرامی در تاریخ 1396/6/25 سیم‌ کارت ثبت‌ شده شما به شماره  09177924643  در اپراتور همراه اول تعویض گردیده است  در صورت وجود مغایرت به اپراتور مذکور مراجعه فرمایید 
ham,مشترک گرامي، با عنايت به حضور شما در دفتر خدماتي فارس در تاريخ 1396/06/25 ساعت 193857 درخواست عدم اطلاع از رمز دوم براي شما ثبت گرديد 
ham,سلام به  اهل بیت اگرامکانش هست براتون امشب بریم خونه سوسن هرچه زودترپیام بدین باتشکر 
ham,سلام ما الان خونه سوسنیم 
ham,Mohsen Rahmanian [25 09 17 1743] سلام استاد میتونم تماس بگیرم خدمتتون؟ در رابطه با درس پروژه
ham,فرمای کارآموزیمونو کی باید تحویلتون بدیم استاد
ham,سلام استاد  رهايي هستم ميتونم چند لحظه وقتتونو بگيرم؟
ham,بي زحمت يه لطفي كنيد هروقت پياممو ديديد يه جواب بدين تا من باهاتون تماس بگيرم   ممنون
ham,سلام مهندس رحمانیان، رامین قاسمی ام واستون ۲روز پیش ایمیل زدم،لطفا ایمیلتون رو چک کنین باتشکر
ham,سلام مهندس جان روز بخیر  بی زحمت ادرس جی میل یا ایمیل رو برام بفرستین تا چند مقاله و کد رو براتون بفرستم مخلصیم رستگار
ham,اوکی
ham,با کارشناس هماهنگ کنید  کارنامه رو دیدم برای اون موضوع مشکلی نیست فقط یکم باید بیشتر تلاش کنید 
ham,استاد تو لیست انتخاب واحد برای من نیومده   
ham,ارائه شده 
ham,استاد میگم مگه پیشرفته ای ترم ارائه نمیشه   
ham,شماره دانشجویی شما چنده؟
ham,سلام استاد گفته بودین صبح بهتون خبر بدم تا اول یه نگاهی به کارنامم بندازین
ham,سلام خوبي؟ مصلي نژاد هستم، چه ساعتي تماس بگيرم؟ ممنون
ham,سلام وقت بخیر من یکی از دانشجویان شما هستم که  برای ترم بهمن میخواستم  باهاتون پروژه بردارم،موضوع پروژه رو برام انتخاب کردین ولی هنوز درس پروژه رو نگرفتم میخواستم اگه میشه برای ترم مهر همون پروژه باهاتون بردارم روی پروژه ام یه مقداری کار کردم ولی هنوز کامل نشده چند باری بهتون ایمیل زدم ولی انگار بدستتون نرسیده بود اگه امکان داره جواب پیاممو بدین   ممنونم
ham,مشترک عزیز لطفا توجه داشته باشید که برای دریافت هدایا، جوایز قرعه کشی و    به هیچ وجه نیازی به مراجعه به عابربانک و وارد نمودن اطلاعات کارت بانکی ندارید  مراقب سواستفاده کلاهبرداران وسودجویان باشید 
ham,سلام عزیزم لطفا تخم مرغ و5-6تا گوجه اگه تونستی بخر ممنونم
ham,سلام من الان دانشگاه هستم هر موقع تشریف آوردید خبر بدید برسم خدمتتون 
ham,ما که چاره ای جز اینکه بگیم خیره نداریم  😔
ham,سلام خیره بله میام دانشگاه ساعت 9 دانشگاهم 
ham,خیره عامو صبرم بده بقول شیرازیا فرداهستی ببینمت؟
ham,سلام دکتر انگار خبری نشد  تصمیمی گرفتید؟ امتیازها به حدنصاب مورد نظر رسید؟ لطفا خبرم کنید چون خیلی نگرانم و فکرم رو مشغول کرده  از کار و زندگی افتادم به خدا  ممنون که به پیغام هام توجه می کنید 
ham,سلام ممنون میشم هروقت امتیازها مشخص شد من رو در جریان بذارید  باز متشکرم
ham,ظاهرا کل داوری ها۵امتیازداره
ham,سلام از بند سه تعدادی هم داوری اختراع داشتم که انشاءالله لحاظ شود  ممنون
ham,سلام امروزیافردا بادکترحمزه جلسه دارم
ham,سلام دکتر صبح آمدم دفتر معاونت تشریف نداشتید  خواستم پیگیری وضعیت خودم کنم  چون دیگه خیلی وقتی نمانده برای امسال  ممنون
ham,سلام ممنون خدا خیرتون بده 
ham,سلام من امشب رسیدم شیراز فردامیرم پیداش میکنم
ham,سلام دکتر خبری از دکتر حمزه نشد؟
ham,سلام نه هنوز فعلا من بادکترحمزه داریم قایم موشک بازی می‌کنیم من آمدم تهران،براش کارپیش آمدرفته شیراز،فرستادم براش شیراز،برگشت تهران عجله نکن بگذار برگردم ایشالا حلش میکنیم نگران نباش
ham,سلام دکتر خواستم پیگیری کنم ببینم دکتر حمزه جواب دادند  اگر مشکلی پیش آمده بهم بگید من دیگه به خبرای بد عادت کردم  ممنون
ham,سلام دکتر خواستم پیگیری کنم ببینم دکتر حمزه جواب دادند  ممنون
ham,من خودم بیشتر ازشما می‌خوام که بشه و بیشترضررنکنی نگران نباش حاج محسن
ham,یه دنیا ممنون  خدا خیرتون بده 
ham,سلام منم ظهربرای دکترحمزه فرستادم بهش گفتم تاآخرهفته جوابم بده
ham,سلام آقا قناعتیان گفتند که اطلاعات درخواستی رو برای شما ارسال کردند  ممنون میشم یه بررسی بفرمایید  متشکر
ham,اختیارداری وظیفه اس خداکنه که بشه و شما هم راحت بشی
ham,سلام ممنون از پیگیری شما  انشاءالله بتونم جبران کنم 
ham,سلام دکترجدول توزیع امتیازات را میخواست من ندارم قرارشدقناعتیان برام شنبه بفرسته تا برای دکتر بفرستم
ham,سلام دکتر روز بخیر، توانستید با دکتر حمزه هماهنگ کنید؟ نتیجه بخش بود؟
ham,به امید خدا
ham,سلام انشالله چارشنبه که اسکندری هم بیاد
ham,بیمه شده گرامی شرکت سهامی بیمه ایران، طبق پرونده خسارت درمان شماره 1396/179/8191/11249 چک به مبلغ 2572160 ریال به نام محسن رحمانیان در تاریخ 1396/05/29 صادر گردید #HB03
ham,بیمه شده گرامی شرکت سهامی بیمه ایران، طبق پرونده خسارت درمان شماره 1396/179/8191/10832 چک به مبلغ 140000 ریال به نام محسن رحمانیان در تاریخ 1396/05/10 صادر گردید #HB03
ham,داوطلب گرامی، نتایج نهایی پذیرفته شدگان آزمون دکتری سال 1396 در سایت این سازمان در دسترس قرار گرفته؛ لازم است برای اطلاع از تاریخ، نحوه و مدارک لازم برای ثبت نام به اطلاعیه مندرج در سایت مذکور مراجعه نمایید  سازمان سنجش آموزش کشور
ham,پیام صوتی جدید ازشماره9178408678دریافت شد لطفا با شماره 09912  جهت شنیدن پیام تماس بگیرید
ham,یخ و فرش بی زخمت فراموش نشه
ham,سلام  اره  ساعت حدود 8 شهربازی
ham,سلام برنامه امشب به راهه؟ ساعت چند و کجا؟
ham,سلام ارسال گردید لطفا تایید بفرمایید
ham,سلام خانم دکتر آمدم دفتر تشریف نداشتید  انشاءالله فرصتی دیگر
ham,سلام  من مرخصی هستم  از یکم یه سری میزنم چه خبر از هوشمند سازی؟
ham,دخملا اتومات ویار دارن جوجو ک باشه یکم شدیدمند میشه
ham,داداش شرمنده اینجا مهمون اومده شما جای ما هم خوش بگذرونید
ham,اره اشکالی نداره    اگه میخوای منو مامانم وتو میتونیم بیرم
ham,رفت حاجی به طواف کعبه و باز آمد ما به قربان تو رفتیم و همانجا ماندیم عیدت مباااارک جانم!
ham,خیلی داغون بودم حسابی چسبید ایشالله واست جبران کنم عزیزم
ham,اوکی خوبه حرم رفتی منم دعا کن اصلا اس بده خودم بزنگم گوشیتو بگیر رو به ضریح اوکی؟پلیز؟؟
ham,فقط محض اینکه شاید امروز کسی بهت نگفته باشه من بهت میگم که خیلی خوبی
ham,لا اله الا الله داعشق عشق بی رحمتر از داعش و تکفیری است   
ham,کسی که لبخندی همیشگی در چهره اش وجود دارد میخواهد یک مشکل تقریبا وحشتناک را پنهان کند 
ham,شیرجه های نرفته گاهی کوفتگی های عجیبی برجای میگذارند 
ham,امروز ساعت شش و سی و دو دقیقه ی بعدازظهر نشست مقابلم بر نیمکتی سنگی در نقطه ای گنگ از شهری غریب و ناگهان چندبار شلیک کرد توی سینه ام آه با چشم هایش!
ham,جهنم جای کسانی است که فهمیدند دوستشان داریم و رفتند مابقی را خداوند می بخشد!
ham,کوچیک بودیم بزرگترا ازدواج میکردن بزرگ شدیم کوچیکا ازدواج میکنن ما هم ففط بهر تماشای جهان اومدیم!
ham,بی عصا به آب خواهم زد    موسی اگر ایمان داشت من امید دارم!
ham,دو عدد پا و کمی شهر و قدم های خیال تا خود صبح به دنبال توام کاش خیابان باشد   
ham,همیشه بین عقل و عشق یکی همدست آدم نیست از عشق همینو میدونم که هیچوقت دست آدم نیست
ham,سلام خیلی ببخشید اسماتون بامهدی مثل همه اشتب شد
ham,سلام عزیزم خوبی من برم حموم یه دوش بگیرموبیام نفسی
ham,ممنون ازاون روسریام که گفتم یدونه خشکلشو گیرتون اومد بگیرید مرسی
ham,سلام داداش کیبرد از ۱۷ تا ۷۰ تومن هست من دیگه نمیرم مغازه، سرم شلوغه اگه خاستی برو
ham,قربونت  داش خيلى مردى بعدها جبران ميكنم برات -)
ham,از روی فیسبوک میشه دوباره کلش رو نصب کنم؟
ham,راستی برای وایبر صفر اول شمارمو بزنم یا فقط شماره خالی میخواد؟
ham,عید آمدو خنده به لبان شد / در ساز دلم شاد و روان شد  مستانه زدم سوی تو آهنگ / دوستانه دلم به آسمان شد        عید فطر مبارک
ham,فک کنم ۲۴ تا شد استاد
ham,سلام بهتری؟ چون ظرفیتش داره پر میشه گفتم زودتر خبرت بدم 
ham,ﺁﺩﻣﯽ ﮐﻪ ﻧﺎﻏﺎﻓﻞ ﻣﯽﺯﻧﺪ ﺯﯾﺮ ﮔﺮﯾﻪ، ﻣﻄﻤﺌﻦ ﺑﺎﺷﯿﺪ ﮐﻪ ﺍﺯ ﻣﺪﺕﻫﺎ ﻗﺒﻞ ﯾﮏ ﺑﻐﺾِ ﺳﻨﮕﯿﻦ ﺭﺍ ﺑﺎ ﺧﻮﺩ ﺑﻪ ﺍﯾﻦﻃﺮﻑ ﻭ ﺁﻥﻃﺮﻑ ﻣﯽﺑﺮﺩﻩ     ﻣﻮﺍﻇﺐ ﺩﻟﻬﺎﯼ ﺧﻮﺩﻣﻮﻥ ﻭﺩلهای ﻫﻤﺪﯾﮕﺮ ﺑﺎﺷﯿﻢ     ﻿ که دیر نشود
ham,هر کس اطمینان داشته باشد که آنچه خدا برایش مقدر کرده، قطعا به او‌می رسد، دلش آرام می گیرد  دلت همیشه ارام
ham,خب کسی هم باهات هست با تنهایی؟
ham,خیلیم خوب بهت خوش بگذره  نه اصلا خوب نبود این هفته من که همش بیکار بودم کلاس نداشتم فقط یه امروزی بود با یه کلاس فیزیک
ham,آخی عزیزم ایشالا خدا بهشون صبربده مامانش جوون بود؟
ham,گلم زنگ زدم خونتون نبودی مامانت گفت کلاسی
ham,سلام گلم،ممنون عزيزم که يادت بود،لطف کردي  مرسي دل به دل راه داره عزيزم!
ham,سلام  شماره اون دوستت ک ارشد صنایع غذایی بود رتبه اش 2 رقمی شد بهم میدی ؟؟؟
ham,سلام گلم،تولدت مبارک،انشاا   تولد120سالگيت روجشن بگيري عزيزم 
ham,اگه بیام خونه ارزو ،بعدش سریع میریم خونه؟ امتحان دارم
ham,سلام   سر کلاسی؟؟میخواستم ببینم چطوری  
ham,شارز ندارم / من سر عفیف ابادم کجا بیام؟
ham,عزیزم انتن نمیده نه هیجا نرو خودم با هستی هماهنگ میکنم
ham,سلام نغمه عصری بیکاری؟
ham,چشم حتما،گلم هرچی خدا بخواد همون میشه،انشاءالله که کارت درست شه،-*
ham,ديشب تب داشتم ساعت ٢ بيدار شدم حالم خوب نبود ديگه خوابم برد ممنون چشم
ham,با مهساهم هماهنگ کن فرم هارو ازش بگیری ،دیروز نبودش
ham,باشه عزیزم هماهنگ میکنیم ساعتشو  گرمه هوا ولی اشکال نداره میریم دور میزنیم
ham,میگویند انسان هاى خوب به بهشت میروند اما من میگویم  انسان هاى خوب هر جا که باشند، آنجا بهشت است تولدت مبارک
ham,سلام استاد، شبتون بخیر  ببخشید سعی کردم پیام ها تاحد ممکن باهم فرق داشته باشن  امیدوارم ک به درد بخورن 
ham,سلام بله ممنون عالی هست 
ham,🙏انشاالله که پروژتون با موفقیت انجام بشه 
ham,آیا می‌دانید انرژی الکتریسیته حاصل از 750 بار شانه کردن موهای یک زن ژاپنی معادل با روشن کردن یک لامپ شصت وات به مدت 3 دقیقه است؟
ham,در حقیقت ادم در یک سکانس از زندگی اش گیر میکند و بعد مهم نیست تا کجا پیش میرود تا هرجایی که برود باز با یک چشم برهم زدن برمیگردد به همان سکانس همان سال همان روز همان لحظه وپیر شدن انسان از این لحظه شروع میشود
ham,اگه چیزی رو با گوشهات نشنیدی  یا اون رو با چشمات ندیدی    اون رو با ذهن کوچیکت ابداع نکن و با دهن گشادت به اشتراگ نذار    (تانگوی عاشق)
ham,آری است فصل محبت من به تو نگاه گرم من به تو لذت بخش عرق شرم تو هدیه تابستان عشق من به تو
ham,در این داغ نگاهای سردت کشنده تر از گرماست و من در آسمان دوستیمان گویی برف و سرما را تا مغز استخوانم درک میکنم
ham,بغضهای مرطوب مرا باور کن ، این باران نیست که میبارد ، صدای خسته ی قلب من است که از چشمان آسمان بیرون میریزد
ham,اگر میدونستی چقدر دوستت دارم     برای اومدنت بارون رو بهانه نمیکردی ، رنگین کمان من
ham,معرفت جاه و مقام نیست به هر کس ندهند معرفت راه و مرامیست که به هرکس ندهند معرفت عشق خدائیست به هر نفس ندهند معرفت بذر نشکفته عشقیست به نا رس ندهند      
ham,ناب اختری درافشان از آسمان برفت گویی که جان جهان، از جهان برفت خورشید معرفت، غروب در باختر نمود شمس ولاء در پس ابر نهان برفت      
ham,مشترک گرامی! همواره پیش از انجام تراکنش های اینترنتی از صحت آدرس وب سایت اعلام شده در پیامک ها و یا تبلیغات اینترنتی اطمینان حاصل نمایید، زیرا ممکن است این آدرس ها ظاهری موجه داشته باشند، ولی شما را به سایتی جعلی هدایت نمایند  معاونت پیشگیری از وقوع جرم قوه قضاییه 
ham,شما یادتون نمیاد، قبل از شروع برنامه یه مجری میومد اولش شعر می خوند بعد هم برنامه ها رو پشت سر هم اعلام می کرد…آخرشم می گفت شما رو به دیدن برنامه ی فلان دعوت می کنم
ham,میفرستم مهربان بر محضر تو یک پیام تا که هم جویای احوالت شوم هم داده باشم یک سلام! صبح روز آدینه ات بخیر و شادی
ham,سلام من به آن پرند سپیده وشادمان که در سپیده با نسیم ترانه ساز می شود
ham,گرامی باد مقدمتان که آمیخته با غبار کعبه ،صفای مدینه ومعطر به عطر قبور ائمه بقیع است حجکم مقبول سعیکم مشکور
ham,چادرنشین عرفات خوش آمدی بازگشت پروانه کعبه گرامی باد
ham,قابل توجه آقایان    وقتی یه زن نظر شما رو میپرسه در واقع نمیخواد نظرتوون رو بدونه فقط میخواد نظر خودش رو با یه صدای مردوونه هم بشنوه !!!
ham,دقت کردین وقتی وقتتون زیاده همه چیز چقدر مرتب و تند پیش میره اما خدانکنه دیرت باشه دنیا کنفیکون میشه
ham,عاقد خدا شاهد رسول خدا (ص دفتر لوح محفوظ مکان عرش عروس کوثر داماد حیدر سالروز ازدواج آسمانیشان مبارک
ham,گرگه میره دره خونه شنگولو منگول میگه منم منم مادرتون خرسه میاد دمه در میگه  بابا تو منو کچل کردی اونا 10 ساله از اینجا رفتن
ham,سرمشق هاي آب بابا ? يادمان رفت رسم نوشتن با قلم يادمان رفت شعر خداي مهربان را حفظ کرديم اما خداي مهربان يادمان رفت    
ham,  چون با خدای یگانه همراهم با خیر و خوشی نیز همراه خواهم بود!
ham,  می کشی آه و در چشم هایت / می رمند آهوان دسته دسته در گلویت ترک می خورد بغض / التماس دعا! دل شکسته    
ham,میدو نم تا پیام میاد دعا میکنی من باشم،خواستم بگم دعات مستجاب شد منم    !!!!
ham,روز جانباز ، یادآور سال های آتش به جانی شقایق ها ، گرامی باد
